0.421438,0.323515,0.188687,0.125408,2.48906,2.4165,2.34825,2.30935,0.784659,5.85039,0.649128,1,1,1,1,
0.437444,0.320265,0.195415,0.132758,2.45156,2.39622,2.34825,2.32656,0.783773,5.77779,0.668498,1,1,1,1,
0.436844,0.32757,0.200958,0.131432,2.44213,2.34866,2.35769,2.33435,0.788171,5.73662,0.638113,1,1,1,1,
0.423336,0.329005,0.19705,0.13565,2.42963,2.35338,2.37963,2.31713,0.785543,5.69433,0.621029,1,1,1,1,
0.431391,0.330537,0.196093,0.129395,2.39213,2.3831,2.42184,2.35935,0.784606,5.64496,0.60385,1,1,1,1,
0.432001,0.323546,0.196267,0.129296,2.34991,2.3581,2.38434,2.36406,0.782585,5.57349,0.576142,1,1,1,1,
0.427778,0.324741,0.195424,0.132658,2.34991,2.35338,2.41406,2.31713,0.77794,5.49264,0.574757,1,1,1,1,
0.428784,0.336714,0.209284,0.137405,2.33741,2.35338,2.42184,2.32185,0.780911,5.38853,0.599577,1,1,1,1,
0.421971,0.334541,0.204503,0.139556,2.32491,2.39622,2.42184,2.34213,0.773883,5.28994,0.595751,1,1,1,1,
0.439967,0.33981,0.214816,0.142906,2.32963,2.39622,2.42656,2.35463,0.794733,5.1843,0.626068,1,1,1,1,
0.422984,0.340818,0.20879,0.13895,2.33741,2.40872,2.42656,2.32735,0.793591,5.0919,0.615367,1,1,1,1,
0.433896,0.354031,0.213761,0.143361,2.32019,2.404,2.39684,2.32735,0.785588,4.96824,0.596306,1,1,1,1,
0.432163,0.361626,0.210281,0.141332,2.32019,2.39622,2.37184,2.36485,0.781096,4.8063,0.602568,1,1,1,1,
0.438444,0.356311,0.217972,0.140882,2.31547,2.40094,2.36406,2.38513,0.781838,4.6302,0.60646,1,1,1,1,
0.430111,0.375545,0.209926,0.138117,2.34519,2.36816,2.36406,2.34763,0.602558,4.48773,0.613378,1,1,1,1,
0.426067,0.378588,0.212398,0.146689,2.33269,2.35094,2.37184,2.28757,0.652523,4.32914,0.624189,1,1,1,1,
0.419568,0.373273,0.20831,0.144008,2.37019,2.35872,2.35934,2.28285,0.655946,4.16426,0.616811,1,1,1,1,
0.409793,0.381149,0.205937,0.139947,2.40463,2.38906,2.38434,2.32507,0.711559,3.95037,0.620134,1,1,1,1,
0.429844,0.380586,0.211738,0.144609,2.41713,2.37656,2.40156,2.33757,0.720695,3.72435,0.641316,1,1,1,1,
0.418709,0.378961,0.21185,0.143995,2.45935,2.38128,2.37656,2.32035,0.727916,3.51251,0.659196,1,1,1,1,
0.40886,0.377149,0.211082,0.14386,2.48906,2.37656,2.39684,2.29063,0.705563,3.30132,0.663595,1,1,1,1,
0.414869,0.371937,0.210801,0.139387,2.48906,2.38906,2.37184,2.31257,0.694455,3.09483,0.675037,1,1,1,1,
0.428698,0.36164,0.204072,0.145382,2.46406,2.36713,2.38906,2.32507,0.747095,2.92016,0.687546,1,1,1,1,
0.440246,0.369967,0.199278,0.137045,2.43435,2.36713,2.39378,2.31257,0.777224,2.80755,0.684162,1,1,1,1,
0.437388,0.363282,0.202427,0.147039,2.43435,2.36713,2.40156,2.30479,0.818652,2.76594,0.698169,1,1,1,1,
0.444611,0.376219,0.209613,0.155687,2.43435,2.34991,2.40628,2.35235,0.811573,2.72347,0.658298,1,1,1,1,
0.451566,0.372505,0.211189,0.15927,2.41713,2.32963,2.41878,2.35707,0.833564,2.68941,0.632162,1,1,1,1,
0.470298,0.370464,0.208488,0.157213,2.42185,2.31241,2.4235,2.31013,0.849715,2.7331,0.66149,1,1,1,1,
0.48729,0.364591,0.205483,0.156657,2.379,2.32019,2.43128,2.31485,0.874425,2.83996,0.651758,1,1,1,1,
0.487437,0.360173,0.210251,0.171146,2.354,2.32797,2.41406,2.35235,0.882167,2.95915,0.671647,1,1,1,1,
0.513742,0.356321,0.216997,0.166475,2.38678,2.30769,2.41406,2.40769,0.900145,3.12278,0.681265,1,1,1,1,
0.507286,0.350152,0.215975,0.161266,2.35235,2.32019,2.43128,2.32735,0.903985,3.34424,0.703163,1,1,1,1,
0.53655,0.352399,0.227583,0.172913,2.26791,2.33741,2.41406,2.29457,0.914815,3.59618,0.727394,1,1,1,1,
0.524505,0.355249,0.221652,0.166713,2.24763,2.34519,2.42656,2.29457,0.898944,3.88994,0.725104,1,1,1,1,
0.52162,0.359793,0.219765,0.168588,2.22263,2.29763,2.45156,2.28207,0.897726,4.18397,0.71364,1,1,1,1,
0.529846,0.357922,0.217513,0.163291,2.23041,2.29763,2.45156,2.29457,0.897344,4.47087,0.705387,1,1,1,1,
0.536863,0.365722,0.220222,0.172973,2.23041,2.26013,2.43906,2.31957,0.8185,4.76399,0.700803,1,1,1,1,
0.520054,0.387,0.217221,0.157162,2.21791,2.22201,2.42656,2.30707,0.766745,5.0387,0.704873,1,1,1,1,
0.511269,0.370143,0.217083,0.161743,2.26485,2.22201,2.40934,2.31957,0.755201,5.28555,0.701489,1,1,1,1,
0.502155,0.388112,0.209914,0.150627,2.23513,2.19229,2.40156,2.33985,0.744757,5.47442,0.682739,1,1,1,1,
0.507461,0.371005,0.211901,0.153956,2.21013,2.19701,2.39213,2.34457,0.72565,5.57422,0.668839,1,1,1,1,
0.486634,0.3614,0.201184,0.143092,2.23207,2.19701,2.37963,2.34457,0.816661,5.69197,0.686268,1,1,1,1,
0.475025,0.356756,0.205198,0.149364,2.22735,2.20172,2.39213,2.3665,0.802362,5.81993,0.68483,1,1,1,1,
0.457344,0.366804,0.20446,0.149219,2.28741,2.18922,2.39213,2.3415,0.796173,5.8814,0.670222,1,1,1,1,
0.447791,0.355099,0.201971,0.143449,2.29991,2.18144,2.37963,2.329,0.847977,5.87944,0.666635,1,1,1,1,
0.431935,0.350377,0.190235,0.134557,2.27491,2.16894,2.40934,2.2915,0.837502,5.87591,0.651849,1,1,1,1,
0.437604,0.362003,0.191277,0.137742,2.28435,2.17366,2.42184,2.35934,0.794521,5.80284,0.63795,1,1,1,1,
0.430249,0.357965,0.190414,0.138038,2.32656,2.16894,2.43434,2.38434,0.79691,5.70431,0.627637,1,1,1,1,
0.427336,0.35685,0.18781,0.13468,2.36406,2.14866,2.44684,2.38906,0.741665,5.56485,0.597119,1,1,1,1,
0.432806,0.353828,0.179286,0.134967,2.40156,2.13372,2.42656,2.38906,0.71503,5.41243,0.570236,1,1,1,1,
