
0.7455217,0.5166469,0.2432316,0.1802385,3.0273,2.986104,3.051262,3.184163,0.6141986,11.69776,0.6437709,1,1,1,3,63.79683
0.7391705,0.5159755,0.2497432,0.1791386,3.010605,2.989809,3.041604,3.180457,0.6315709,11.68611,0.6509567,1,1,1,3,64.17645
0.741838,0.5184504,0.2559055,0.1768765,3.035797,3.002011,3.074697,3.202808,0.6245815,11.64448,0.6427925,1,1,1,3,64.55873
0.7475352,0.5155733,0.2576002,0.1781603,2.964617,3.019868,3.094013,3.243016,0.6305444,11.62112,0.6423789,1,1,1,3,64.94165
0.7421476,0.5194108,0.2401411,0.1762975,3.006284,2.989022,3.124563,3.25492,0.630735,11.58879,0.6448294,1,1,1,3,65.31139
0.7391009,0.522799,0.243077,0.1730698,3.031178,2.964127,3.164771,3.220665,0.6298347,11.55641,0.6207454,1,1,1,3,65.68406
0.7273782,0.5168832,0.2360255,0.1735428,3.069139,2.964127,3.164771,3.23257,0.6075308,11.50545,0.6261505,1,1,1,3,66.04128
0.7359211,0.5159366,0.2413127,0.1694753,3.07393,2.934068,3.126513,3.22583,0.5910959,11.45189,0.6227556,1,1,1,3,66.4194
0.7328172,0.507488,0.2396301,0.1667983,3.063187,2.966865,3.101618,3.237734,0.6285505,11.41052,0.6357905,1,1,1,3,66.77351
0.7410995,0.5099626,0.2396588,0.1695348,3.054691,2.976523,3.124266,3.229535,0.6466181,11.40137,0.6446728,1,1,1,3,67.15208
0.7344624,0.5200171,0.2374168,0.1661752,3.022682,2.930728,3.136171,3.19528,0.650776,11.40388,0.6556367,1,1,1,3,67.51969
0.7322513,0.5238174,0.2380619,0.1662535,3.036958,2.925564,3.135383,3.170012,0.6577494,11.40917,0.6430188,1,1,1,3,67.8984
0.7351478,0.5131819,0.2389517,0.1706863,3.010902,2.955623,3.155487,3.164059,0.635519,11.41586,0.6127755,1,1,1,3,68.26692
